221021	3652	1
221021	851	1
49932	11871	7
49932	13690	6
49932	96665	3
49932	13242	1
49932	836	1
49932	79800	1
49932	53748	2
49932	56268	2
49932	1271	3
49932	104951	1
49932	103775	4
49932	25863	4
49932	29910	1
49932	9627	1
49932	2013	1
49932	50465	1
49932	1296	1
49932	517	1
49932	56476	5
49932	45005	2
49932	39813	7
49932	66802	5
49932	56815	1
49932	66360	1
49932	113732	2
49932	85312	1
49932	102066	1
49932	47096	7
49932	43632	1
49932	53062	2
49932	71542	2
49932	970	1
49932	14688	1
49932	1612	1
49932	2688	2
49932	1531	1
49932	116474	2
49932	54892	1
49932	100017	1
49932	14116	1
49932	64172	1
49932	91436	1
49932	74852	1
49932	20734	4
49932	90512	1
49932	4188	3
49932	86245	4
49932	100179	5
49932	4187	3
49932	34539	1
49932	130882	2
49932	17543	1
49932	91675	1
49932	88573	1
49932	40507	2
49932	1572	3
49932	563	1
49932	76750	1
49932	114682	1
49932	141955	1
49932	117562	6
49932	146510	6
49932	61660	1
49932	102903	1
49932	137106	4
49932	58732	1
49932	57274	1
49932	14155	1
49932	143052	2
49932	119996	2
49932	14927	1
49932	3484	1
49932	11792	1
49932	59688	1
49932	78744	1
49932	106134	1
49932	75277	1
49932	53671	1
49932	105657	1
49932	45996	1
209256	3015	10
209256	1532	1
209256	65	1
209256	2095	1
209256	233	1
209256	65480	1
209256	8913	1
209256	619	1
209256	68329	1
209256	80700	1
209256	86124	1
209256	2084	1
209256	660	1
209256	1213	1
209256	1401	1
15235	67094	104
15235	50451	5
15235	62996	3
15235	22452	18
15235	103782	5
15235	74197	7
15235	4646	1
15235	58814	3
15235	105379	15
15235	80095	7
15235	101544	2
15235	125014	1
15235	14329	11
15235	75369	26
15235	50259	6
15235	91665	18
15235	71698	19
15235	67747	2
15235	114023	1
15235	68947	8
15235	92655	7
15235	58292	3
15235	20786	3
15235	16274	2
15235	14808	14
15235	125591	1
15235	67689	1
15235	113363	5
15235	37930	5
15235	15752	3
15235	106362	3
15235	97880	8
15235	77115	10
15235	970	1
15235	87005	1
15235	92939	3
15235	14709	1
15235	109050	1
15235	107778	1
15235	79067	2
15235	89343	7
15235	106189	2
15235	104585	1
15235	35728	1
15235	68190	2
15235	80093	1
15235	104774	1
15235	86411	1
15235	97947	1
15235	83401	1
15235	76479	1
15235	115533	1
15235	106863	1
15235	105974	13
15235	6968	3
15235	3862	1
15235	6580	3
15235	117007	1
15235	64392	1
15235	11264	1
15235	61311	1
15235	20750	1
15235	130032	1
15235	125728	1
15235	33433	1
15235	114580	1
15235	105263	2
15235	126419	2
15235	16248	2
15235	14099	1
15235	35476	3
15235	47071	1
198359	1918	9
198359	2923	1
198359	3264	1
198359	1582	4
198359	970	3
198359	99999	1
198359	85801	1
198359	95976	1
198359	6685	1
198359	3391	1
198359	140652	1
198359	8870	1
198359	1751	1
198359	566	1
198359	1200	1
198359	90088	1
198359	44453	1
198359	122415	1
198359	92270	1
90903	46174	4
90903	87406	2
